"costat","curcd","datafmt","indfmt","consol","gvkey","fyear","conm","sic","at","seq","ni","csho","prcc_f","ROA","MarketCap","PB","ROA_w","PB_w"
"A","USD","STD","INDL","C",41936,2023,"BULLFROG AI HOLDINGS INC",7372,2.777,2.592,-5.356,6.095,3.26,-1.92870003601008,19.8697,7.66577932098765,-1.92870003601008,7.66577932098765
"A","USD","STD","INDL","C",41937,2023,"HERE GROUP LTD",8200,168.696,30.846,-14.966,55.206,8.44,-0.0887157964622753,465.93864,15.1053180315114,-0.0887157964622753,15.1053180315114
"A","USD","STD","INDL","C",41948,2023,"BRERA HOLDINGS PLC",7900,9.384,2.793,-4.906,11.66,0.6556,-0.522804774083546,7.644296,2.73694808449696,-0.522804774083546,2.73694808449696
"A","USD","STD","INDL","C",41957,2023,"ISPIRE TECHNOLOGY INC",2111,90.693,31.375,-6.099,54.222,9.12,-0.0672488505176805,494.50464,15.761104063745,-0.0672488505176805,15.761104063745
"A","USD","STD","INDL","C",41958,2023,"GLOBAL INTERACTIVE TECHN INC",7370,20.545,13.068,-9.286,52.809,0.81,-0.451983450961304,42.77529,3.27328512396694,-0.451983450961304,3.27328512396694
"A","USD","STD","INDL","C",41979,2023,"STRUCTURE THERAPEUTICS  -ADR",2834,482.017,452.966,-89.62,46.407,40.76,-0.185927052365373,1891.54932,4.17591898729706,-0.185927052365373,4.17591898729706
"A","USD","STD","INDL","C",41981,2023,"ATLAS ENERGY SOLUTIONS INC",1389,1261.686,867.824,159.99,100.026,17.22,0.126806511287278,1722.44772,1.984789219934,0.126806511287278,1.984789219934
"A","USD","STD","INDL","C",41995,2023,"HESAI GROUP",3714,798.59,544.704,-67.126,127.028,8.91,-0.0840556480797405,1131.81948,2.07786151744801,-0.0840556480797405,2.07786151744801
"A","USD","STD","INDL","C",41996,2023,"NEXTPOWER INC",3690,2518.782,961.013,306.241,140.773,56.27,0.121582971452075,7921.29671,8.24265302342424,0.121582971452075,8.24265302342424
"A","USD","STD","INDL","C",42012,2023,"U POWER LTD",3559,60.5,43.25,-2.727,124.314,0.1835,-0.0450743801652893,22.811619,0.527436277456647,-0.0450743801652893,0.527436277456647
"A","USD","STD","INDL","C",42022,2023,"GOLDEN HEAVEN GROUP HOLD LTD",7996,82.227,61.051,6.55,51.75,7.88,0.0796575334135989,407.79,6.67949746932892,0.0796575334135989,6.67949746932892
"A","USD","STD","INDL","C",42023,2023,"SHENGFENG DEVELOPMENT LTD",4731,265.838,107.947,10.294,82.498,2.94,0.0387228311979476,242.54412,2.24688152519292,0.0387228311979476,2.24688152519292
"A","USD","STD","INDL","C",42027,2023,"TORO CORP",4412,308.104,296.342,140.637,18.978,4.92,0.456459507179394,93.37176,0.315081088742062,0.263684370578134,0.315081088742062
"A","USD","STD","INDL","C",42031,2023,"CYTOMED THERAPEUTICS LIMITED",2836,9.371,8.52,-3.131,11.529,4.9,-0.334115889446164,56.4921,6.63052816901408,-0.334115889446164,6.63052816901408
"A","USD","STD","INDL","C",42033,2023,"ATMUS FILTRATION TECHNLS INC",3714,1088.6,80.7,171.3,83.298,23.49,0.157358074591218,1956.67002,24.2462208178439,0.157358074591218,24.2462208178439
"A","USD","STD","INDL","C",42046,2023,"MULTI WAYS HOLDINGS LTD",5082,58.001,21.827,1.789,30.84,0.2247,0.0308442957880037,6.929748,0.317485133092042,0.0308442957880037,0.317485133092042
"A","USD","STD","INDL","C",42063,2023,"MILLENNIUM GP INTL HLNGS LTD",2650,59.043,39.919,-0.354,11.25,1.91,-0.00599563030333824,21.4875,0.538277511961723,-0.00599563030333824,0.538277511961723
"A","USD","STD","INDL","C",42070,2023,"LITHIUM ROYALTY CORP",1400,155.033,146.842,-5.039,55.415,6.75,-0.0325027574774403,374.05125,2.54730424537939,-0.0325027574774403,2.54730424537939
"A","USD","STD","INDL","C",42262,2023,"SEALSQ CORP",3674,27.935,5.031,-3.268,22.947,1.28,-0.116985860032218,29.37216,5.83823494335122,-0.116985860032218,5.83823494335122
"A","USD","STD","INDL","C",42284,2023,"CRANE NXT CO",3580,2129.4,964,188.3,56.897,56.87,0.0884286653517423,3235.73239,3.35656886929461,0.0884286653517423,3.35656886929461
"A","USD","STD","INDL","C",42332,2023,"VCI GLOBAL LTD",8742,25.733,21.159,7.775,38.028,2.26,0.302141219445848,85.94328,4.06178363816815,0.263684370578134,4.06178363816815
"A","USD","STD","INDL","C",42848,2023,"US GOLDMINING INC",1000,13.024,12.213,-9.357,12.399,7.6541,-0.718442874692875,94.9031859,7.77066944239744,-0.718442874692875,7.77066944239744
"A","USD","STD","INDL","C",42856,2023,"KODIAK GAS SERVICES INC",1389,3244.106,1142.653,20.066,77.4,20.08,0.00618537125482336,1554.192,1.36016095875126,0.00618537125482336,1.36016095875126
"A","USD","STD","INDL","C",42890,2023,"60 DEGREES PHARMACEUTICA INC",2834,7.784,4.87,-3.766,5.81,1.02,-0.483812949640288,5.9262,1.21687885010267,-0.483812949640288,1.21687885010267
"A","USD","STD","INDL","C",42891,2023,"CHEETAH NET SUPLY CN SER INC",4731,10.059,6.905,0.134,17.916,1.3,0.0133214037180634,23.2908,3.3730340333092,0.0133214037180634,3.3730340333092
"I","USD","STD","INDL","C",42892,2023,"ACELYRIN INC",2836,742.69,656.337,-381.641,97.866,7.46,-0.51386311920182,730.08036,1.11235593909836,-0.51386311920182,1.11235593909836
"A","USD","STD","INDL","C",42910,2023,"SYRA HEALTH CORP",7363,4.923,4.013,-2.938,13.921,1.0157,-0.596790574852732,14.1395597,3.52343874906554,-0.596790574852732,3.52343874906554
"A","USD","STD","INDL","C",42911,2023,"WEBUY GLOBAL LTD",5400,30.233,5.711,-5.146,52.382,0.5101,-0.170211358449377,26.7200582,4.67870043775171,-0.170211358449377,4.67870043775171
"I","USD","STD","INDL","C",42945,2023,"MONOGRAM TECHNOLOGIES INC",3842,16.579,13.397,-13.745,31.338,3.44,-0.829060860124254,107.80272,8.04678062252743,-0.829060860124254,8.04678062252743
"A","USD","STD","INDL","C",42950,2023,"KNIFE RIVER CORP",1400,2599.813,1266.012,182.872,56.578,66.18,0.0703404437165288,3744.33204,2.95758021250983,0.0703404437165288,2.95758021250983
"A","USD","STD","INDL","C",42971,2023,"MAISON SOLUTIONS INC",5411,82.397,10.499,-3.34,19.69,1.07,-0.0405354563879753,21.0683,2.0066958757977,-0.0405354563879753,2.0066958757977
"A","USD","STD","INDL","C",42984,2023,"AZITRA INC",2836,5.115,2.913,-11.284,12.098,0.92,-2.20606060606061,11.13016,3.8208582217645,-2.20606060606061,3.8208582217645
"A","USD","STD","INDL","C",42987,2023,"BRANCHOUT FOOD INC",2090,3.125,2.21,-3.926,4.044,1.21,-1.25632,4.89324,2.21413574660633,-1.25632,2.21413574660633
"A","USD","STD","INDL","C",42988,2023,"SIMPPLE LTD",5084,6.639,2.687,-5.736,16.226,5.91,-0.863985539990962,95.89566,35.6887458131745,-0.863985539990962,35.6887458131745
"A","USD","STD","INDL","C",43008,2023,"C3IS INC",4400,95.472,55.544,9.292,0.087,0.5297,0.0973269649740238,0.0460839,0.000829682774016995,0.0973269649740238,0.146365406439454
"A","USD","STD","INDL","C",43010,2023,"ROMA GREEN FINANCE LTD",8742,8.121,7.422,-0.746,10.425,1.03,-0.0918606082994705,10.73775,1.44674616006467,-0.0918606082994705,1.44674616006467
"A","USD","STD","INDL","C",43023,2023,"CAVA GROUP INC",5812,983.757,570.802,13.28,113.708,42.98,0.0134992686201979,4887.16984,8.56193538214652,0.0134992686201979,8.56193538214652
"A","USD","STD","INDL","C",43026,2023,"FORTREA HOLDINGS INC",8731,4357.2,1738.8,-3.4,88.8,34.9,-0.000780317635178555,3099.12,1.78233264320221,-0.000780317635178555,1.78233264320221
"A","USD","STD","INDL","C",43038,2023,"DDC ENTERPRISE LTD",2090,61.257,5.503,-23.459,20.028,4.67,-0.38296031473954,93.53076,16.9963220061784,-0.38296031473954,16.9963220061784
"A","USD","STD","INDL","C",43057,2023,"PHINIA INC",3714,4041,1887,102,46.165,30.29,0.0252412769116555,1398.33785,0.741037546369899,0.0252412769116555,0.741037546369899
"A","USD","STD","INDL","C",43059,2023,"GEN RESTAURANT GROUP INC",5812,183.87,8.966,8.406,4.14,7.83,0.045717082721488,32.4162,3.61545839839393,0.045717082721488,3.61545839839393
"I","USD","STD","INDL","C",43082,2023,"PIXIE DUST TECHNOLOGIES -ADR",8731,21.484,9.054,-12.541,14.869,2.53,-0.583736734313908,37.61857,4.15491164126353,-0.583736734313908,4.15491164126353
"A","USD","STD","INDL","C",43088,2023,"DAVIS COMMODITIES LTD",5140,29.878,10.258,1.086,24.501,1.04,0.0363478144454113,25.48104,2.48401637746149,0.0363478144454113,2.48401637746149
"A","USD","STD","INDL","C",43091,2023,"APOGEE THERAPEUTICS INC",2836,401.404,379.913,-83.985,48.339,27.94,-0.20922810933623,1350.59166,3.55500248741159,-0.20922810933623,3.55500248741159
"A","USD","STD","INDL","C",43099,2023,"TRON INC",3944,4.543,4.124,-2.054,9.766,1.55,-0.452124147039401,15.1373,3.67053831231814,-0.452124147039401,3.67053831231814
"A","USD","STD","INDL","C",43106,2023,"ODDITY TECH LTD",2844,404.906,283.107,58.534,56.867,46.53,0.144561947711321,2646.02151,9.34636554376967,0.144561947711321,9.34636554376967
"A","USD","STD","INDL","C",43107,2023,"TURBO ENERGY SA",3690,16.831,5.811,-2.226,11.017,1.19,-0.132255956271166,13.11023,2.25610566167613,-0.132255956271166,2.25610566167613
"A","USD","STD","INDL","C",43113,2023,"SHARKNINJA INC",3630,3487.07,1478.893,167.078,139.083,51.17,0.0479135778748347,7116.87711,4.81230022050277,0.0479135778748347,4.81230022050277
"A","USD","STD","INDL","C",43120,2023,"GAMER PAKISTAN INC",7900,3.99,3.789,-2.051,25.579,0.45,-0.514035087719298,11.51055,3.03788598574822,-0.514035087719298,3.03788598574822
"A","USD","STD","INDL","C",43128,2023,"LQR HOUSE INC",7311,15.093,14.62,-15.748,3.219,3.78,-1.04339760153714,12.16782,0.832272229822161,-1.04339760153714,0.832272229822161
"A","USD","STD","INDL","C",43134,2023,"NORTHANN CORP",3089,13.619,0.583,-7.133,21.38,1.49,-0.52375357955797,31.8562,54.6418524871355,-0.52375357955797,54.6418524871355
"I","USD","STD","INDL","C",43137,2023,"TURNSTONE BIOLOGICS CORP",2836,112.815,98.667,-55.2,23.099,2.545,-0.489296636085627,58.786955,0.595811720230675,-0.489296636085627,0.595811720230675
"A","USD","STD","INDL","C",43186,2023,"MIRA PHARMACEUTICALS INC",2834,4.932,4.374,-11.982,14.781,1.05,-2.4294403892944,15.52005,3.54825102880658,-2.4294403892944,3.54825102880658
"A","USD","STD","INDL","C",43195,2023,"NATURE WOOD GROUP LTD  -ADR",2400,54.321,18.182,-11.933,16.553,8,-0.219675631891902,132.424,7.28324716752833,-0.219675631891902,7.28324716752833
"A","USD","STD","INDL","C",43197,2023,"VERALTO CORP",3826,5693,1383,839,246.4,82.26,0.147373968030915,20268.864,14.6557223427332,0.147373968030915,14.6557223427332
"A","USD","STD","INDL","C",43198,2023,"NCR ATLEOS CORP",7389,5741,284,-134,70.9,24.29,-0.0233408813795506,1722.161,6.06394718309859,-0.0233408813795506,6.06394718309859
"A","USD","STD","INDL","C",43220,2023,"VS MEDIA HOLDINGS LTD",7370,10.083,4.193,-6.594,22,0.378,-0.653972032133294,8.316,1.98330550918197,-0.653972032133294,1.98330550918197
"I","USD","STD","INDL","C",43236,2023,"WK KELLOGG CO",2040,1889,300,110,85.813,13.14,0.0582318687136051,1127.58282,3.7586094,0.0582318687136051,3.7586094
"A","USD","STD","INDL","C",43279,2023,"SIGNING DAY SPORTS INC",7370,4.705,1.744,-5.478,13.249,1.13,-1.16429330499469,14.97137,8.58450114678899,-1.16429330499469,8.58450114678899
"A","USD","STD","INDL","C",43284,2023,"PODCASTONE INC",7370,24.125,16.341,-14.732,23.608,2.09,-0.610652849740933,49.34072,3.0194431185362,-0.610652849740933,3.0194431185362
"A","USD","STD","INDL","C",43285,2023,"ARM HOLDINGS PLC",3674,7927,5295,306,1040.33,124.99,0.0386022454900971,130030.8467,24.557289272899,0.0386022454900971,24.557289272899
"A","USD","STD","INDL","C",43286,2023,"ALLIED GOLD CORP",1040,956.286,299.906,-208.482,250.724,2.55,-0.218012184639323,639.3462,2.13182197088421,-0.218012184639323,2.13182197088421
"A","USD","STD","INDL","C",43287,2023,"NEUMORA THERAPEUTICS INC",2834,496.195,469.076,-235.925,158.832,17.05,-0.47546831386854,2708.0856,5.77323418806334,-0.47546831386854,5.77323418806334
"A","USD","STD","INDL","C",43288,2023,"KLAVIYO INC",7370,1089.05,914.777,-308.233,259.366,27.78,-0.283029245672834,7205.18748,7.87644144966478,-0.283029245672834,7.87644144966478
"A","USD","STD","INDL","C",43316,2023,"MAPLEBEAR INC",5960,4727,3927,-1622,279.046,23.47,-0.34313518087582,6549.20962,1.6677386350904,-0.34313518087582,1.6677386350904
"A","USD","STD","INDL","C",43382,2023,"ADLAI NORTYE LTD",2836,130.189,79.403,-104.871,36.9,8.99,-0.805528884928834,331.731,4.17781444026044,-0.805528884928834,4.17781444026044
"A","USD","STD","INDL","C",43385,2023,"LEXEO THERAPEUTICS INC",2836,139.807,113.535,-66.394,26.646,13.42,-0.474897537319305,357.58932,3.14959545514599,-0.474897537319305,3.14959545514599
"A","USD","STD","INDL","C",43386,2023,"PMGC HOLDINGS INC",2844,5.19,3.827,-4.302,17.33,1.8282,-0.828901734104046,31.682706,8.27873164358505,-0.828901734104046,8.27873164358505
"A","USD","STD","INDL","C",43404,2023,"LITHIUM AMERICAS CORP",1400,439.5,407.462,-3.934,161.778,6.4,-0.00895108077360637,1035.3792,2.54104480908649,-0.00895108077360637,2.54104480908649
"A","USD","STD","INDL","C",43435,2023,"SHIMMICK CORP",1600,426.652,71.237,-2.546,25.494,6.6,-0.00596739262912163,168.2604,2.36198043151733,-0.00596739262912163,2.36198043151733
"A","USD","STD","INDL","C",43439,2023,"FENBO HOLDINGS LTD",3634,13.183,7.653,-0.187,11,5.06,-0.0141849351437457,55.66,7.27296485038547,-0.0141849351437457,7.27296485038547
"A","USD","STD","INDL","C",43507,2023,"MACH NATURAL RESOURCES LP",1311,2304.515,1191.724,346.558,95,16.49,0.150382184537744,1566.55,1.3145241683477,0.150382184537744,1.3145241683477
"A","USD","STD","INDL","C",43551,2023,"MURAL ONCOLOGY PLC",2836,301.745,263.817,-207.447,16.69,5.92,-0.687491093472966,98.8048,0.37452021666534,-0.687491093472966,0.37452021666534
"I","USD","STD","INDL","C",43555,2023,"CARGO THERAPEUTICS INC",2836,453.036,405.386,-98.147,41.206,23.15,-0.216642827501567,953.9189,2.35311258898926,-0.216642827501567,2.35311258898926
"A","USD","STD","INDL","C",43560,2023,"PERFECT MOMENT LTD",2300,12.609,7.763,-8.722,15.653,3.58,-0.691728130700293,56.03774,7.21856756408605,-0.691728130700293,7.21856756408605
"A","USD","STD","INDL","C",43582,2023,"J-LONG GROUP LTD",5130,16.894,10.173,0.784,31.4,1,0.046407008405351,31.4,3.08660178904944,0.046407008405351,3.08660178904944
"A","USD","STD","INDL","C",43645,2023,"ZKH GROUP LTD -ADR",5000,1041.739,452.907,-42.918,160.614,16.31,-0.041198419181772,2619.61434,5.78400055640562,-0.041198419181772,5.78400055640562
"A","USD","STD","INDL","C",43651,2023,"WORTHINGTON STEEL INC",3310,1866.4,985.3,154.7,49.332,32.99,0.0828868409772825,1627.46268,1.65174330660712,0.0828868409772825,1.65174330660712
"A","USD","STD","INDL","C",43666,2023,"CCSC TECHNOLOGY INTL HOL LTD",3678,17.938,12.298,-1.295,11.581,2.9,-0.0721931095997324,33.5849,2.73092372743536,-0.0721931095997324,2.73092372743536
"A","USD","STD","INDL","C",43737,2023,"TALEN ENERGY CORP",4911,7121,2457,613,59.029,64,0.086083415250667,3777.856,1.53758892958893,0.086083415250667,1.53758892958893
"A","USD","STD","INDL","C",43889,2023,"AUTONOMIX MEDICAL INC",3841,9.407,7.628,-15.426,18.846,3.02,-1.63984267035187,56.91492,7.46131620346093,-1.63984267035187,7.46131620346093
"A","USD","STD","INDL","C",45020,2023,"WETOUCH TECHNOLOGY INC",3679,119.641,112.921,8.264,9.733,5.1,0.0690733109887079,49.6383,0.439584311155587,0.0690733109887079,0.439584311155587
"A","USD","STD","INDL","C",51841,2023,"VIEWBIX INC",7370,43.282,14.818,-7.323,14.921,0.113,-0.169192736010351,1.686073,0.113785463625321,-0.169192736010351,0.146365406439454
"A","USD","STD","INDL","C",60800,2023,"SINCLAIR INC",4833,6085,285,-291,63.513,13.03,-0.047822514379622,827.57439,2.90376978947368,-0.047822514379622,2.90376978947368
"A","USD","STD","INDL","C",60801,2023,"SOCKET MOBILE INC",3663,28.741,19.42,-1.919,7.336,1.16,-0.066768727601684,8.50976,0.438195674562307,-0.066768727601684,0.438195674562307
"A","USD","STD","INDL","C",60844,2023,"CENTRAL PUERTO SA",4931,1735.769,1032.615,183.12,150.274,9.1,0.105497908995955,1367.4934,1.32430131268672,0.105497908995955,1.32430131268672
"I","USD","STD","INDL","C",60902,2023,"HAWAIIAN HOLDINGS INC",4512,3733.525,95.425,-260.494,51.824,14.2,-0.0697715965474987,735.9008,7.71182394550694,-0.0697715965474987,7.71182394550694
"A","USD","STD","INDL","C",60911,2023,"NATURAL HEALTH TRENDS CORP",5122,69.091,41.6,0.568,11.517,5.86,0.00822104181441866,67.48962,1.62234663461538,0.00822104181441866,1.62234663461538
"A","USD","STD","INDL","C",60923,2023,"DAVE & BUSTER'S ENTMT INC",7990,3754.4,251.2,126.9,40.27,53.53,0.0338003409333049,2155.6531,8.58142157643312,0.0338003409333049,8.58142157643312
"A","USD","STD","INDL","C",60931,2023,"GLOBAL INDUSTRIAL CO",5090,513.4,255.2,70.7,38.074,38.84,0.137709388391118,1478.79416,5.79464796238245,0.137709388391118,5.79464796238245
"A","USD","STD","INDL","C",60979,2023,"WABTEC CORP",3743,18988,10487,815,177.8,126.9,0.042921845376027,22562.82,2.15150376656813,0.042921845376027,2.15150376656813
"A","USD","STD","INDL","C",61028,2023,"CLIMB GLOBAL SOLUTIONS INC",5045,335.098,74.77,12.323,4.573,54.83,0.0367743167670353,250.73759,3.35345178547546,0.0367743167670353,3.35345178547546
"A","USD","STD","INDL","C",61030,2023,"DESWELL INDUSTRIES INC",3651,111.076,94.17,7.709,15.935,2.235,0.0694029313262991,35.614725,0.378196081554635,0.0694029313262991,0.378196081554635
"A","USD","STD","INDL","C",61034,2023,"TEEKAY CORPORATION LTD",4412,2196.638,732.278,150.641,91.006,7.15,0.0685779814425499,650.6929,0.888587257844698,0.0685779814425499,0.888587257844698
"I","USD","STD","INDL","C",61077,2023,"GSE SYSTEMS INC",7361,22.805,5.342,-8.724,3.034,2.01,-0.382547686910765,6.09834,1.14158367652565,-0.382547686910765,1.14158367652565
"A","USD","STD","INDL","C",61122,2023,"AMCON DISTRIBUTING CO",5190,363.429,104.169,11.596,0.608,206,0.0319071950779932,125.248,1.20235386727337,0.0319071950779932,1.20235386727337
"A","USD","STD","INDL","C",61140,2023,"WINDTREE THERAPEUTICS INC",2836,32.406,3.391,-20.291,5.997,0.719,-0.626149478491637,4.311843,1.27155499852551,-0.626149478491637,1.27155499852551
"A","USD","STD","INDL","C",61153,2023,"GRAFTECH INTERNATIONAL LTD",3620,1288.889,78.247,-255.25,256.832,2.19,-0.19803877603114,562.46208,7.18828939128657,-0.19803877603114,7.18828939128657
"A","USD","STD","INDL","C",61179,2023,"KFORCE INC",7363,357.979,159.08,61.075,19.521,67.56,0.170610566541613,1318.83876,8.29041211968821,0.170610566541613,8.29041211968821
"A","USD","STD","INDL","C",61181,2023,"INTEGRA LIFESCIENCES HOLDNGS",3842,3781.988,1587.884,67.741,78.169,43.55,0.0179114793595326,3404.25995,2.14389712976515,0.0179114793595326,2.14389712976515
"A","USD","STD","INDL","C",61214,2023,"ASML HOLDING NV",3559,44166.838,14869.548,8664.802,393.422,756.92,0.19618343518275,297788.98024,20.0267674740349,0.19618343518275,20.0267674740349
"A","USD","STD","INDL","C",61285,2023,"FG NEXUS INC",3861,65.736,42.492,3.845,10.559,1.47,0.0584915419252769,15.52173,0.365285936176221,0.0584915419252769,0.365285936176221
"A","USD","STD","INDL","C",61321,2023,"SMITH MICRO SOFTWARE INC",7372,85.577,75.39,-24.396,74.784,0.826,-0.285076597683957,61.771584,0.819360445682451,-0.285076597683957,0.819360445682451
"A","USD","STD","INDL","C",61325,2023,"PEDIATRIX MEDICAL GROUP INC",8011,2219.81,849.061,-60.408,84.018,9.3,-0.0272131398633216,781.3674,0.920272395034044,-0.0272131398633216,0.920272395034044
"A","USD","STD","INDL","C",61356,2023,"NOVANTA INC",3679,1226.056,673.46,72.878,35.814,168.41,0.0594410043260667,6031.43574,8.95589305972144,0.0594410043260667,8.95589305972144
"A","USD","STD","INDL","C",61399,2023,"MYRIAD GENETICS INC",2835,1146.5,783.2,-263.3,89.9,19.14,-0.229655473179241,1720.686,2.19699438202247,-0.229655473179241,2.19699438202247
"I","USD","STD","INDL","C",61409,2023,"DIAMOND OFFSHRE DRILLING INC",1381,1712.553,644.851,-44.706,102.322,13,-0.0261048855130323,1330.186,2.06278039423061,-0.0261048855130323,2.06278039423061
"A","USD","STD","INDL","C",61418,2023,"RCI HOSPITALITY HLDGS INC",5810,610.884,281.581,29.246,9.398,60.66,0.0478748829565024,570.08268,2.02457793672158,0.0478748829565024,2.02457793672158
"A","USD","STD","INDL","C",61420,2023,"POOL CORP",5090,3428.068,1312.787,523.229,38.355,398.71,0.152630869632691,15292.52205,11.6488981457007,0.152630869632691,11.6488981457007
"A","USD","STD","INDL","C",61440,2023,"KONINKLIJKE KPN NV",4813,13543.797,3932.819,934.017,3947.418,3.444,0.0689627140749378,13594.907592,3.45678445715402,0.0689627140749378,3.45678445715402
"A","USD","STD","INDL","C",61483,2023,"DAVITA INC",8090,16893.578,1056.097,691.535,88.824,104.76,0.0409347859879062,9305.20224,8.81093520765612,0.0409347859879062,8.81093520765612
"A","USD","STD","INDL","C",61490,2023,"OPKO HEALTH INC",8071,2011.698,1389.219,-188.863,773.282,1.51,-0.0938823819479862,1167.65582,0.84051241740863,-0.0938823819479862,0.84051241740863
